0.072715815,0.18042615,-0.1560888,0.001296,-0.04850415,-0.34182405
-0.041774248,0.33697576,-0.210449306,0.167476195,0.010815296,-0.813595696
0.091353029,0.232994793,-0.148153017,0.296026804,-0.058361545,-1.061119582
0.168043474,0.131326582,-0.090529473,0.374118437,-0.081426376,-1.245455135
0.414362429,0.108388487,-0.060908322,0.43248021,-0.045179576,-1.475587436
0.588467691,0.126863843,-0.093561582,0.484125528,-0.021423198,-1.570266916
1.176700846,0.131124428,-0.123164413,0.53288387,-0.018592327,-1.670486921
1.291471298,0.108554296,-0.148718883,0.547049614,-0.011338854,-1.543541152
1.026563019,0.075423648,-0.02034188,0.515913997,-0.029038165,-1.519638738
0.619224135,0.084120037,-0.112630958,0.484143365,-0.048079621,-1.275900859
0.390145268,0.075803528,-0.061546081,0.44299501,-0.063022811,-1.084748578
0.242776164,0.062018133,-0.035512372,0.357368061,-0.044178594,-0.803337678
0.151072615,0.050739708,-0.020490802,0.288292031,-0.030968916,-0.594931801
0.094008138,0.041512342,-0.011823287,0.232567776,-0.021709015,-0.440591619
0.058498557,0.033963036,-0.006822091,0.187614518,-0.015217883,-0.326291138
0.036401967,0.027786624,-0.003936378,0.15135032,-0.01066764,-0.24164306
0.022651896,0.022733434,-0.002271308,0.122095666,-0.007477948,-0.178954809
0.014095622,0.018599202,-0.001310555,0.098495672,-0.005241995,-0.132529458
0.0087713,0.015216809,-0.000756196,0.079457345,-0.003674605,-0.098148003
0.005458127,0.012449527,-0.000436329,0.064098956,-0.002575875,-0.072685957
0.003396435,0.010185495,-0.000251764,0.051709204,-0.001805672,-0.053829403
